Id,Name,OwnerId
3219a860-2ed1-44f0-a55c-c1b830ddeea6,Toxic_Field_3,2f9561bb-e2af-46c1-814c-57f55e6acdc0
9de566d2-4631-4db6-a3c3-64148a9a8ecd,Toxic_Field_4,12ae6948-b67b-4b41-a827-26572d654e40
530389f7-8ee5-428b-8b92-dde7b0829f5e,Toxic_Field_5,97d50daa-163c-4014-bf15-3c7befaa7966
99a75a6e-f288-4beb-85e0-3a15c4ac2080,Mayoniceuh,bb19d487-6491-44e0-99e8-bf67b37989a3
ceedd6c1-141a-4062-9f98-9bcf835fc543,Basic_Clan_1,655d77f5-9601-4e46-b48c-bbbffe470249
c76539ca-d8fd-410f-8b90-65313daa716b,Basic_Clan_2,a51f8279-e00e-4d2f-a3ba-90c6f7327359
b6bf56da-addf-48cb-a461-8f2014f39b99,Basic_Clan_3,c7c9efe9-d0bd-4b2e-a400-594b6d93e98b
fc5b373a-c792-4202-9616-f41fc4a0bd49,Basic_Clan_4,6596904d-1f0f-4132-8b80-0e7f4dee600b
bca3c0a0-37bf-4e91-bbdd-e3f95c12c0f7,Basic_Clan_5,9ce00e26-c4b4-4439-a6a5-95019bb36e1c
fedc0352-2a4d-497a-aa37-67e999661745,Basic_Clan_6,7ee708c6-9759-40f9-8d33-66d0552dfe4a
2c214bf2-bcd0-4e3c-8242-154d2178fb47,Basic_Clan_7,05cfd1f5-3f2e-4caf-af38-fce6e113798c
f623d778-feb7-411f-9bc4-a19db5fb6d53,Basic_Clan_8,cc9fe3b3-598c-429c-95fa-016d5155f397
7e7c90e3-d739-478b-ab71-9dae567c8486,Basic_Clan_9,99514e43-3970-425d-8390-f4bbdcd72a02
25aa30b4-f012-4329-9302-18c392a66543,Basic_Clan_10,64ffd1cd-78b3-4172-b9db-032879e113b1
2adebd91-12c9-46a1-b6f5-d84623eb8883,Mediore_Clan_1,5bd9f20e-6d38-448b-87c2-1c2f21c211b4
5f937ed6-9e31-4ad2-ae4e-16b79cc7e832,Mediore_Clan_2,2f5f4e42-a65d-4b5d-bc94-3aa6b64ba5d0
be9d574f-04cc-43ef-a5a8-13decd2fa8d9,Mediore_Clan_3,a927e569-c1c0-4006-829f-8107cf8b6cb7
268c029a-b01b-4a30-ae5a-5ab6b803d224,Mediore_Clan_4,b2112158-9059-4b14-b095-b8ff458e290d
5a688bb6-a8d2-4fce-9f9d-c826fa5d073c,Mediore_Clan_5,a08ab70c-85d2-4179-867b-00d83d5769d9
5dd83932-b7c6-4217-8944-eb3313343133,Mediore_Clan_6,5e415a4b-1507-4247-8c5d-df862e19cbee
16eb6070-4a53-432a-a270-6ee04225ef8e,Mediore_Clan_7,ea336ca8-f733-48d5-8898-83f60f2bfc27
2794f8f3-8641-4e96-98b5-e224ee6c742c,Mediore_Clan_8,878f42d6-1846-4f80-b5a2-14fd83fdfd27
cfdde2d0-e445-4e84-a927-3ef204e1a787,Mediore_Clan_9,4f54249d-abee-4d7d-9dbe-69d7d7d25e59
e12b237b-e987-419f-8a48-e0e3ab6b9a6b,Mediore_Clan_10,0e1de0f4-cfa9-4b34-8a0f-f2db39d997a9
a970d4a3-b8a9-42f5-837e-30e736350607,Mediore_Clan_11,e65d26e4-abfd-4b8a-8c8b-34fb0d1f8668
5087a56a-74f2-4e0b-b502-05256ac8adf6,Mediore_Clan_12,93d9e39b-c7b2-4f28-abee-eabf7867a879
b6ddff3d-4531-4756-a17c-f81e2b8dda20,Mediore_Clan_13,fa4574db-d5f8-477d-88a5-3457e044a110
21916e28-4bf2-4325-add1-96923372f4ed,Mediore_Clan_14,c62ab370-29f2-4a43-8a02-856c0d6d4aa9
1f490643-9005-461d-90cc-352d2c825673,Mediore_Clan_15,fa4a4337-ada6-4e7f-bcb4-403ba0dc5917
dfeadb8f-4fc2-456e-bec2-96482f6e0cba,Mediore_Clan_16,4c10f3a7-ff8d-4d14-b259-8f5cdcf0abde
99c6dfba-61e2-40a7-b7d7-5f082f1ace32,Mediore_Clan_17,884398a4-177e-43e0-a9f4-4a4bc9857958
2a908085-6268-4b21-a490-b86222a4dae9,Mediore_Clan_18,b7c6542a-bec8-4a04-83bd-4dab30c82415
8b93d422-027a-40c9-b849-1f48bb540655,Mediore_Clan_19,7b6209b5-7041-44f9-896a-340e09cf9780
0590393d-91e3-4e4e-8475-4372b7b56b30,Mediore_Clan_20,f78e64f0-6219-4da8-9cf8-54beb6380701
3f8dd03e-e5ec-4054-89ee-689af2823666,Mediore_Clan_21,89efebde-7267-493d-85bf-4478778f7bfa
a75ab86e-ba9e-4aa5-97e1-0f3528cf230c,Mediore_Clan_22,49123bc6-0ead-4787-a6d7-e4677dc3f0b7
01556f85-7413-4318-9ac0-8ef3f416fea7,Mediore_Clan_23,e3fda2d5-62ad-4272-92c3-1213bc1b7ca4
42498ca6-cb23-49f9-805b-6021bffcb506,Mediore_Clan_24,f2cec57c-3839-450b-882f-8ebddc9a0ac6
80d7b949-43d3-40c0-bc5a-b57aa65aeb9c,Mediore_Clan_25,bece8de7-edb2-4324-acc9-d03670bc71df
dbbbd648-65a8-43c0-b879-c96c6185cc40,Typical_Good_Clan_1,1da740a8-9e46-4428-bc06-2e6f7154f3d3
84e63001-3e26-4f88-9be0-da9ff2963a97,Typical_Good_Clan_2,05900a53-0a27-46f4-9aad-631c081fcfa1
35f1feed-be36-447d-911d-84114123bf30,Typical_Good_Clan_3,a5a33625-0360-406c-8d46-6f3930d622ee
7ddb24be-a415-4733-a52a-a19baabefdcb,Typical_Good_Clan_4,3c1d0b17-a198-434b-b9c5-4a7fe2eff68a
aad79a13-7193-44e9-98e4-c7e1ab7c11f2,Typical_Good_Clan_5,5a6bd124-acf7-4ffe-bbcf-85873976895f
17148c66-dab2-414f-b054-782104d57eec,Typical_Good_Clan_6,cc22ae9f-50eb-49f2-bebf-735af9b95703
a13cef52-4c06-42ad-bbc0-ba9270679991,Typical_Good_Clan_7,794b107e-3c2e-49b2-b218-18b98b9c4fee
bd5868c5-3c2d-4b4a-a296-0be07b35e15d,Typical_Good_Clan_8,1caeffc6-1eb3-47f8-990c-fd7f37abd9a9
32178d7f-0b18-4dd1-90d8-b97e85be0c74,Typical_Good_Clan_9,3a577154-f820-425f-a64a-24642d953704
71912e4e-8280-4ca6-9bc1-b56f7479fa67,Typical_Good_Clan_10,f47224b0-bedf-477f-a896-6608fb490976
03d5b243-22c9-4185-b29e-01a47d33b5d8,Typical_Good_Clan_11,b92741e1-8ef4-4f2d-9799-5729ce6f4ddb
494a18f2-b41b-433d-bd08-d9f658fa886e,Typical_Good_Clan_12,77643ceb-8b92-4b09-b100-0badf4a5f0b8
dd36c325-c8df-45f2-8e1d-052f9e4b9315,Typical_Good_Clan_13,c8bd1633-8a58-41e3-b84f-6ea7b6accd58
abf1b28b-4202-412f-b54c-92f71121a6ce,Typical_Good_Clan_14,65a89f4d-d9ef-4354-832f-2b9e0659c8ce
f7fd2a8c-34dc-4b40-8ad2-ca58adff6b9d,Typical_Good_Clan_15,52e77ac2-d34a-41cb-9c10-aeb56616cd4a
00cc2d4e-b713-44bf-8da4-3ac8ede14eb5,Typical_Good_Clan_16,fa51427e-a864-49fd-8ffc-22c9b9f66092
22f2c1bb-1899-4b48-8f03-0ee06ca4f73d,Typical_Good_Clan_17,63f48dc7-197d-45d3-8025-ede03edb5f7f
c72d1b87-e312-408b-8ad3-74c2133a8c8e,Typical_Good_Clan_18,3d341b24-cd33-4e40-85a3-2d8cd8b8b838
515f2b3c-9750-4a29-9d89-16d297c9daf0,Typical_Good_Clan_19,d0310696-e7a3-4238-9bfc-0a203bbd2001
0fe7d2ea-d379-4056-b7fd-16551601592d,Typical_Good_Clan_20,5b873646-dfe2-491f-9107-89f74bae9437
1618809e-7176-4ad3-ade5-8be7a501597e,Typical_Good_Clan_21,ea87546c-a865-42a2-a3fa-545324d688d4
8c68efd6-208c-4dd7-8d5d-a7b1a444cf06,Typical_Good_Clan_22,9bda2c54-c1f5-4153-b719-c85ecfa0ec23
c48edf31-8760-44e0-9a2b-7108693700b1,Typical_Good_Clan_23,81a8b8f3-e3b2-41a3-998f-35bafea93227
c3176ec2-02eb-41f6-becb-2189d6bdc23f,Typical_Good_Clan_24,b65b7b48-fad3-4d0e-a42e-14d06cebc291
facfd420-11dc-47bb-96e4-07786c87a876,Typical_Good_Clan_25,8e7c51ea-b0ff-43ff-86cb-d0ff786c93a1
01c26485-f217-4380-97c7-86847c9ecc0a,Typical_Good_Clan_26,1faf628d-6b01-4da9-9529-4dd753247d07
7467c525-015b-43b0-b3b3-528b22dc18b7,Typical_Good_Clan_27,76657161-9017-42de-838e-e69557e5e87e
0a52adfd-e69f-489b-be7b-616f28e43806,Typical_Good_Clan_28,a867450a-e8be-4732-be78-a568988c2a1d
35781fc2-d76b-4a98-8263-d70bce05b2db,Typical_Good_Clan_29,ab5d7725-4921-4a38-8cec-9bbf7d2055ae
dff90ce4-ca4f-40ee-88f8-8ea9216633a1,Typical_Good_Clan_30,ed62f779-b503-42ff-ac52-c044fe84b10b
199ad26d-7381-4466-866d-59ea296cd7ee,LOL_Amateur_1,e060d761-95d9-42d5-9202-46862c149fcd
c919f8da-8bc2-4297-a5e8-ad5e930a4d14,LOL_Amateur_2,5ef898db-1106-44f0-a8e2-ea552e02a974
b3bf5dd2-b999-47cb-bcf5-ef6434981dc4,LOL_Amateur_3,f860f87d-6c9f-42bf-8c0f-ec363846d6a4
81c9ec6c-155a-4a44-a554-f7ba002ba82c,LOL_Amateur_4,bab46d4b-3d29-429c-b126-d345ed7e6a08
6a19ed78-84a0-40a1-9603-e5f17c347ca1,LOL_Amateur_5,5bac4dbb-b6bd-4914-a522-70a2670e2a5d
ce67fe1e-33aa-4884-9ea7-a50f32989f32,LOL_Amateur_6,635ddf0e-afe5-4a29-9968-2c055c5396a3
d19874df-af96-4a96-8d5b-4ae4c1ef60c9,LOL_Amateur_7,f54b1631-3225-49fe-89fd-108621353249
83094962-5eea-4c42-9fcf-7045c046cf6f,LOL_Amateur_8,54269e91-6ff8-4185-a7ee-7fce6e35cd9b
a61902cb-ab38-413a-a6ac-edf8cbdc35c7,LOL_Amateur_9,87bbf344-6da9-4a5d-9d2b-ce2715ed1533
35d4719a-c977-4b13-be9c-97897e16f1ca,LOL_Amateur_10,9e2bf3ab-b36a-48cc-afe6-c4353b8c874e
4bf983be-70df-4714-9f16-1267ae8e7919,RNG_GAMING_1,25e57726-6000-4365-bf27-6ecdc39f97f0
680690d7-294a-4b7f-886f-db06548be548,RNG_GAMING_2,0f9142aa-9a3c-4e6e-9ef2-a1cc5764ac07
baae6e26-517c-4fef-948a-75de2e5b91b3,RNG_GAMING_3,5cb6809f-a58a-423d-8d59-99cd53a6ebf4
